datetime,count
2/27/2011 23:00,155
2/28/2011 0:00,122
2/28/2011 1:00,56
2/28/2011 3:00,69
2/28/2011 5:00,131
2/28/2011 6:00,68
2/28/2011 7:00,78
2/28/2011 8:00,36
2/28/2011 9:00,143
2/28/2011 10:00,192
2/28/2011 11:00,203
2/28/2011 12:00,203
2/28/2011 13:00,108
2/28/2011 14:00,81
2/28/2011 15:00,81
2/28/2011 16:00,87
2/28/2011 17:00,76
2/28/2011 18:00,107
2/28/2011 19:00,68
2/28/2011 20:00,68
2/28/2011 21:00,67
2/28/2011 22:00,45
2/28/2011 23:00,36
3/20/2011 0:00,126
3/20/2011 1:00,116
3/20/2011 2:00,125
3/20/2011 3:00,109
3/20/2011 4:00,104
3/20/2011 5:00,95
3/20/2011 6:00,95
3/20/2011 7:00,86
3/20/2011 8:00,109
3/20/2011 9:00,144
3/20/2011 10:00,125
3/20/2011 11:00,195
3/20/2011 12:00,204
3/20/2011 13:00,281
3/20/2011 14:00,310
3/20/2011 15:00,240
3/20/2011 16:00,338
3/20/2011 17:00,188
3/20/2011 18:00,167
3/20/2011 19:00,168
3/20/2011 20:00,161
3/20/2011 21:00,151
3/20/2011 22:00,150
3/20/2011 23:00,140
3/21/2011 0:00,182
3/21/2011 1:00,133
3/21/2011 2:00,135
3/21/2011 3:00,135
3/21/2011 5:00,136
3/21/2011 6:00,128
3/21/2011 7:00,78
3/21/2011 8:00,65
3/21/2011 9:00,103
3/21/2011 10:00,217
3/21/2011 11:00,251
3/21/2011 12:00,218
3/21/2011 13:00,259
3/21/2011 14:00,257
3/21/2011 15:00,240
3/21/2011 16:00,273
3/21/2011 17:00,265
3/21/2011 18:00,247
3/21/2011 19:00,300
3/21/2011 20:00,209
3/21/2011 21:00,152
3/21/2011 22:00,177
3/21/2011 23:00,155
3/22/2011 0:00,169
3/22/2011 1:00,117
3/22/2011 2:00,131
3/22/2011 3:00,187
3/22/2011 4:00,151
3/22/2011 5:00,119
3/22/2011 6:00,161
3/22/2011 7:00,165
3/22/2011 8:00,258
3/22/2011 9:00,241
3/22/2011 10:00,244
3/22/2011 11:00,241
3/22/2011 12:00,235
3/22/2011 13:00,234
3/22/2011 14:00,257
3/22/2011 15:00,243
3/22/2011 16:00,247
3/22/2011 17:00,247
3/22/2011 18:00,240
3/22/2011 19:00,245
3/22/2011 20:00,243
3/22/2011 21:00,247
3/22/2011 22:00,261
3/22/2011 23:00,261
3/23/2011 0:00,171
3/23/2011 1:00,126
3/23/2011 2:00,126
3/23/2011 3:00,130
3/23/2011 5:00,142
3/23/2011 6:00,100
3/23/2011 7:00,88
3/23/2011 8:00,102
3/23/2011 9:00,110
3/23/2011 10:00,112
3/23/2011 11:00,106
3/23/2011 12:00,102
3/23/2011 13:00,137
3/23/2011 14:00,110
3/23/2011 15:00,156
3/23/2011 16:00,203
3/23/2011 17:00,203
3/23/2011 18:00,182
3/23/2011 19:00,182
3/23/2011 20:00,67
3/23/2011 21:00,68
3/23/2011 22:00,92
3/23/2011 23:00,117
3/24/2011 0:00,88
3/24/2011 1:00,75
3/24/2011 2:00,71
3/24/2011 3:00,74
3/24/2011 4:00,74
3/24/2011 5:00,79
3/24/2011 6:00,79
3/24/2011 7:00,88
3/24/2011 8:00,80
3/24/2011 9:00,75
3/24/2011 10:00,64
3/24/2011 11:00,97
3/24/2011 12:00,129
3/24/2011 13:00,149
3/24/2011 14:00,158
3/24/2011 15:00,144
3/24/2011 16:00,168
3/24/2011 17:00,145
3/24/2011 18:00,172
3/24/2011 19:00,132
3/24/2011 20:00,125
3/24/2011 21:00,121
3/24/2011 22:00,130
3/24/2011 23:00,121
3/25/2011 0:00,131
3/25/2011 1:00,107
3/25/2011 2:00,101
3/25/2011 3:00,114
3/25/2011 4:00,99
3/25/2011 5:00,96
3/25/2011 6:00,93
3/25/2011 7:00,94
3/25/2011 8:00,146
3/25/2011 9:00,154
3/25/2011 10:00,256
3/25/2011 11:00,215
3/25/2011 12:00,235
3/25/2011 13:00,276
3/25/2011 14:00,259
3/25/2011 15:00,268
3/25/2011 16:00,266
3/25/2011 17:00,269
3/25/2011 18:00,260
3/25/2011 19:00,270
3/25/2011 20:00,278
3/25/2011 21:00,280
3/25/2011 22:00,287
3/25/2011 23:00,291
3/26/2011 0:00,123
3/26/2011 1:00,187
3/26/2011 2:00,163
3/26/2011 3:00,143
3/26/2011 4:00,163
3/26/2011 5:00,129
3/26/2011 6:00,103
3/26/2011 7:00,129
3/26/2011 8:00,152
3/26/2011 9:00,165
3/26/2011 10:00,175
3/26/2011 11:00,186
3/26/2011 12:00,198
3/26/2011 13:00,210
3/26/2011 14:00,226
3/26/2011 15:00,221
3/26/2011 16:00,239
3/26/2011 17:00,229
3/26/2011 18:00,265
3/26/2011 19:00,128
3/26/2011 20:00,128
3/26/2011 21:00,113
3/26/2011 22:00,121
3/26/2011 23:00,134
3/27/2011 0:00,106
3/27/2011 1:00,120
3/27/2011 2:00,106
3/27/2011 3:00,87
3/27/2011 4:00,72
3/27/2011 6:00,41
3/27/2011 7:00,42
3/27/2011 8:00,57
3/27/2011 9:00,117
3/27/2011 10:00,119
3/27/2011 11:00,109
3/27/2011 12:00,118
3/27/2011 13:00,192
3/27/2011 14:00,199
3/27/2011 15:00,202
3/27/2011 16:00,186
3/27/2011 17:00,212
3/27/2011 18:00,203
3/27/2011 19:00,207
3/27/2011 20:00,190
3/27/2011 21:00,175
3/27/2011 22:00,175
3/27/2011 23:00,171
3/28/2011 0:00,152
3/28/2011 1:00,232
3/28/2011 2:00,235
3/28/2011 3:00,235
3/28/2011 5:00,216
3/28/2011 6:00,237
3/28/2011 7:00,251
3/28/2011 8:00,261
3/28/2011 9:00,246
3/28/2011 10:00,275
3/28/2011 11:00,254
3/28/2011 12:00,201
3/28/2011 13:00,257
3/28/2011 14:00,272
3/28/2011 15:00,274
3/28/2011 16:00,268
3/28/2011 17:00,263
3/28/2011 18:00,272
3/28/2011 19:00,281
3/28/2011 20:00,282
3/28/2011 21:00,281
3/28/2011 22:00,276
3/28/2011 23:00,276
3/29/2011 0:00,268
3/29/2011 1:00,255
3/29/2011 2:00,255
3/29/2011 3:00,255
3/29/2011 4:00,232
3/29/2011 5:00,251
3/29/2011 6:00,219
3/29/2011 7:00,187
3/29/2011 8:00,238
3/29/2011 9:00,273
3/29/2011 10:00,271
3/29/2011 11:00,241
3/29/2011 12:00,275
3/29/2011 13:00,263
3/29/2011 14:00,267
3/29/2011 15:00,292
3/29/2011 16:00,289
3/29/2011 17:00,293
3/29/2011 18:00,278
3/29/2011 19:00,275
3/29/2011 20:00,278
3/29/2011 21:00,302
3/29/2011 22:00,277
3/29/2011 23:00,270
3/30/2011 0:00,281
3/30/2011 1:00,311
3/30/2011 2:00,281
3/30/2011 3:00,289
3/30/2011 4:00,281
3/30/2011 5:00,230
3/30/2011 6:00,298
3/30/2011 7:00,292
3/30/2011 8:00,298
3/30/2011 9:00,296
3/30/2011 10:00,290
3/30/2011 11:00,286
3/30/2011 12:00,295
3/30/2011 13:00,282
3/30/2011 14:00,271
3/30/2011 15:00,99
3/30/2011 16:00,124
3/30/2011 17:00,112
3/30/2011 18:00,75
3/30/2011 19:00,75
3/30/2011 20:00,92
3/30/2011 21:00,69
3/30/2011 22:00,99
3/30/2011 23:00,93
3/31/2011 0:00,99
3/31/2011 1:00,101
3/31/2011 2:00,101
3/31/2011 3:00,99
3/31/2011 4:00,97
3/31/2011 5:00,99
3/31/2011 6:00,92
3/31/2011 7:00,97
3/31/2011 8:00,60
3/31/2011 9:00,100
3/31/2011 10:00,100
3/31/2011 11:00,110
3/31/2011 12:00,110
3/31/2011 13:00,134
3/31/2011 14:00,134
3/31/2011 15:00,107
3/31/2011 16:00,90
3/31/2011 17:00,90
3/31/2011 18:00,103
3/31/2011 19:00,103
3/31/2011 20:00,100
3/31/2011 21:00,86
3/31/2011 22:00,106
3/31/2011 23:00,94
4/20/2011 0:00,152
4/20/2011 1:00,139
4/20/2011 2:00,139
4/20/2011 3:00,147
4/20/2011 4:00,111
4/20/2011 5:00,138
4/20/2011 6:00,139
4/20/2011 7:00,151
4/20/2011 8:00,345
4/20/2011 9:00,287
4/20/2011 10:00,217
4/20/2011 11:00,217
4/20/2011 12:00,336
4/20/2011 13:00,336
4/20/2011 14:00,371
4/20/2011 15:00,333
4/20/2011 16:00,333
4/20/2011 17:00,329
4/20/2011 18:00,358
4/20/2011 19:00,377
4/20/2011 20:00,378
4/20/2011 21:00,322
4/20/2011 22:00,300
4/20/2011 23:00,323
4/21/2011 0:00,279
4/21/2011 1:00,234
4/21/2011 2:00,265
4/21/2011 3:00,240
4/21/2011 4:00,243
4/21/2011 5:00,232
4/21/2011 6:00,223
4/21/2011 7:00,223
4/21/2011 8:00,223
4/21/2011 9:00,244
4/21/2011 10:00,244
4/21/2011 11:00,251
4/21/2011 12:00,264
4/21/2011 13:00,289
4/21/2011 14:00,289
4/21/2011 15:00,325
4/21/2011 16:00,337
4/21/2011 17:00,308
4/21/2011 18:00,332
4/21/2011 19:00,308
4/21/2011 20:00,288
4/21/2011 21:00,239
4/21/2011 22:00,276
4/21/2011 23:00,267
4/22/2011 0:00,158
4/22/2011 1:00,171
4/22/2011 2:00,175
4/22/2011 3:00,175
4/22/2011 4:00,171
4/22/2011 5:00,169
4/22/2011 6:00,171
4/22/2011 7:00,249
4/22/2011 8:00,251
4/22/2011 9:00,190
4/22/2011 10:00,215
4/22/2011 11:00,190
4/22/2011 12:00,173
4/22/2011 13:00,145
4/22/2011 14:00,135
4/22/2011 15:00,145
4/22/2011 16:00,137
4/22/2011 17:00,114
4/22/2011 18:00,114
4/22/2011 19:00,114
4/22/2011 20:00,132
4/22/2011 21:00,118
4/22/2011 22:00,101
4/22/2011 23:00,123
4/23/2011 0:00,21
4/23/2011 1:00,21
4/23/2011 2:00,53
4/23/2011 3:00,41
4/23/2011 4:00,24
4/23/2011 5:00,24
4/23/2011 6:00,21
4/23/2011 7:00,63
4/23/2011 8:00,31
4/23/2011 9:00,64
4/23/2011 10:00,93
4/23/2011 11:00,103
4/23/2011 12:00,133
4/23/2011 13:00,132
4/23/2011 14:00,194
4/23/2011 15:00,240
4/23/2011 16:00,220
4/23/2011 17:00,230
4/23/2011 18:00,148
4/23/2011 19:00,140
4/23/2011 20:00,137
4/23/2011 21:00,186
4/23/2011 22:00,209
4/23/2011 23:00,114
4/24/2011 0:00,106
4/24/2011 1:00,61
4/24/2011 2:00,61
4/24/2011 3:00,14
4/24/2011 4:00,14
4/24/2011 5:00,14
4/24/2011 6:00,11
4/24/2011 7:00,11
4/24/2011 8:00,45
4/24/2011 9:00,111
4/24/2011 10:00,161
4/24/2011 11:00,256
4/24/2011 12:00,314
4/24/2011 13:00,383
4/24/2011 14:00,429
4/24/2011 15:00,322
4/24/2011 16:00,507
4/24/2011 17:00,317
4/24/2011 18:00,229
4/24/2011 19:00,211
4/24/2011 20:00,211
4/24/2011 21:00,119
4/24/2011 22:00,99
4/24/2011 23:00,71
4/25/2011 0:00,72
4/25/2011 1:00,128
4/25/2011 2:00,128
4/25/2011 3:00,95
4/25/2011 4:00,103
4/25/2011 5:00,88
4/25/2011 6:00,98
4/25/2011 7:00,95
4/25/2011 8:00,173
4/25/2011 9:00,188
4/25/2011 10:00,238
4/25/2011 11:00,238
4/25/2011 12:00,246
4/25/2011 13:00,272
4/25/2011 14:00,313
4/25/2011 15:00,333
4/25/2011 16:00,330
4/25/2011 17:00,304
4/25/2011 18:00,329
4/25/2011 19:00,308
4/25/2011 20:00,287
4/25/2011 21:00,277
4/25/2011 22:00,296
4/25/2011 23:00,236
4/26/2011 0:00,291
4/26/2011 1:00,267
4/26/2011 2:00,248
4/26/2011 3:00,211
4/26/2011 4:00,210
4/26/2011 5:00,196
4/26/2011 6:00,181
4/26/2011 7:00,232
4/26/2011 8:00,232
4/26/2011 9:00,306
4/26/2011 10:00,317
4/26/2011 11:00,344
4/26/2011 12:00,366
4/26/2011 13:00,383
4/26/2011 14:00,324
4/26/2011 15:00,336
4/26/2011 16:00,351
4/26/2011 17:00,331
4/26/2011 18:00,368
4/26/2011 19:00,331
4/26/2011 20:00,306
4/26/2011 21:00,257
4/26/2011 22:00,189
4/26/2011 23:00,207
4/27/2011 0:00,193
4/27/2011 1:00,206
4/27/2011 2:00,193
4/27/2011 3:00,221
4/27/2011 4:00,162
4/27/2011 5:00,176
4/27/2011 6:00,176
4/27/2011 7:00,221
4/27/2011 8:00,248
4/27/2011 9:00,268
4/27/2011 10:00,254
4/27/2011 11:00,277
4/27/2011 12:00,250
4/27/2011 13:00,237
4/27/2011 14:00,259
4/27/2011 15:00,388
4/27/2011 16:00,335
4/27/2011 17:00,154
4/27/2011 18:00,154
4/27/2011 19:00,257
4/27/2011 20:00,218
4/27/2011 21:00,194
4/27/2011 22:00,231
4/27/2011 23:00,248
4/28/2011 0:00,268
4/28/2011 1:00,315
4/28/2011 2:00,338
4/28/2011 3:00,335
4/28/2011 4:00,328
4/28/2011 5:00,315
4/28/2011 6:00,364
4/28/2011 7:00,360
4/28/2011 8:00,374
4/28/2011 9:00,130
4/28/2011 10:00,204
4/28/2011 11:00,254
4/28/2011 12:00,283
4/28/2011 13:00,264
4/28/2011 14:00,227
4/28/2011 15:00,301
4/28/2011 16:00,240
4/28/2011 17:00,315
4/28/2011 18:00,315
4/28/2011 19:00,304
4/28/2011 20:00,251
4/28/2011 21:00,231
4/28/2011 22:00,230
4/28/2011 23:00,275
4/29/2011 0:00,264
4/29/2011 1:00,232
4/29/2011 2:00,181
4/29/2011 3:00,189
4/29/2011 4:00,212
4/29/2011 5:00,226
4/29/2011 6:00,244
4/29/2011 7:00,241
4/29/2011 8:00,270
4/29/2011 9:00,275
4/29/2011 10:00,268
4/29/2011 11:00,313
4/29/2011 12:00,280
4/29/2011 13:00,282
4/29/2011 14:00,346
4/29/2011 15:00,276
4/29/2011 16:00,269
4/29/2011 17:00,256
4/29/2011 18:00,260
4/29/2011 19:00,244
4/29/2011 20:00,228
4/29/2011 21:00,221
4/29/2011 22:00,202
4/29/2011 23:00,253
4/30/2011 0:00,178
4/30/2011 1:00,166
4/30/2011 2:00,176
4/30/2011 3:00,154
4/30/2011 4:00,157
4/30/2011 5:00,166
4/30/2011 6:00,151
4/30/2011 7:00,152
4/30/2011 8:00,164
4/30/2011 9:00,197
4/30/2011 10:00,266
4/30/2011 11:00,302
4/30/2011 12:00,328
4/30/2011 13:00,361
4/30/2011 14:00,341
4/30/2011 15:00,342
4/30/2011 16:00,383
4/30/2011 17:00,306
4/30/2011 18:00,289
4/30/2011 19:00,289
4/30/2011 20:00,141
4/30/2011 21:00,141
4/30/2011 22:00,118
4/30/2011 23:00,118
5/20/2011 0:00,135
5/20/2011 1:00,131
5/20/2011 2:00,113
5/20/2011 3:00,129
5/20/2011 4:00,131
5/20/2011 5:00,131
5/20/2011 6:00,153
5/20/2011 7:00,187
5/20/2011 8:00,164
5/20/2011 9:00,218
5/20/2011 10:00,209
5/20/2011 11:00,228
5/20/2011 12:00,256
5/20/2011 13:00,179
5/20/2011 14:00,270
5/20/2011 15:00,235
5/20/2011 16:00,234
5/20/2011 17:00,198
5/20/2011 18:00,259
5/20/2011 19:00,192
5/20/2011 20:00,196
5/20/2011 21:00,194
5/20/2011 22:00,169
5/20/2011 23:00,194
5/21/2011 0:00,100
5/21/2011 1:00,100
5/21/2011 2:00,124
5/21/2011 3:00,57
5/21/2011 4:00,30
5/21/2011 5:00,25
5/21/2011 6:00,75
5/21/2011 7:00,135
5/21/2011 8:00,209
5/21/2011 9:00,250
5/21/2011 10:00,250
5/21/2011 11:00,316
5/21/2011 12:00,366
5/21/2011 13:00,424
5/21/2011 14:00,455
5/21/2011 15:00,461
5/21/2011 16:00,499
5/21/2011 17:00,439
5/21/2011 18:00,418
5/21/2011 19:00,390
5/21/2011 20:00,256
5/21/2011 21:00,250
5/21/2011 22:00,203
5/21/2011 23:00,114
5/22/2011 0:00,66
5/22/2011 1:00,21
5/22/2011 2:00,17
5/22/2011 3:00,9
5/22/2011 4:00,7
5/22/2011 5:00,9
5/22/2011 6:00,17
5/22/2011 7:00,42
5/22/2011 8:00,176
5/22/2011 9:00,210
5/22/2011 10:00,242
5/22/2011 11:00,369
5/22/2011 12:00,411
5/22/2011 13:00,375
5/22/2011 14:00,219
5/22/2011 15:00,310
5/22/2011 16:00,295
5/22/2011 17:00,370
5/22/2011 18:00,310
5/22/2011 19:00,299
